SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
SADBHAV, EQ, 01-Oct-2020,48.2,49.75,50.6,48.4,50.6,50.6,50.4,728884,367.37,2141,567394,77.84
SADBHIN, EQ, 01-Oct-2020,17.3,17.35,17.8,17,17.1,17.2,17.38,196438,34.15,510,132453,67.43
SAFARI, EQ, 01-Oct-2020,392.15,390.4,407.2,390.4,407.2,404.95,402.93,15423,62.14,1473,10068,65.28
SAGARDEEP, EQ, 01-Oct-2020,61.4,64.45,64.45,64.3,64.45,64.4,64.43,21414,13.8,318,19193,89.63
SAGCEM, EQ, 01-Oct-2020,516,517.8,527,517.75,520.3,521.65,522.69,9836,51.41,448,6806,69.19
SAIL, EQ, 01-Oct-2020,33.75,34.25,34.85,34,34.2,34.15,34.5,21022800,7253.68,23274,3800730,18.08
SAKAR, EQ, 01-Oct-2020,78.95,79.9,80,75.8,79.5,78.35,78.13,18333,14.32,138,4791,26.13
SAKHTISUG, EQ, 01-Oct-2020,8.2,8.1,8.4,8,8,8.1,8.12,13984,1.14,75,8769,62.71
SAKSOFT, EQ, 01-Oct-2020,369.4,374.9,381.4,354,361.8,361.55,365.83,114856,420.17,4479,50740,44.18
SAKUMA, EQ, 01-Oct-2020,5.95,5.95,6.05,5.9,6.05,6,5.98,97732,5.85,183,69449,71.06
SALASAR, EQ, 01-Oct-2020,198.95,203,208.85,200.1,204.3,204.8,203.24,137032,278.5,1118,17647,12.88
SALONA, EQ, 01-Oct-2020,54,54.15,54.15,51.4,51.6,52.55,53.28,1048,0.56,23,782,74.62
SALSTEEL, EQ, 01-Oct-2020,2.8,2.8,2.9,2.75,2.75,2.75,2.77,10268,0.28,30,6391,62.24
SALZERELEC, EQ, 01-Oct-2020,92.6,93.95,95.7,90.1,90.4,90.9,91.3,20755,18.95,439,12914,62.22
SAMBHAAV, EQ, 01-Oct-2020,2,1.9,2.05,1.9,2,2,1.93,35840,0.69,24,27947,77.98
SANCO, EQ, 01-Oct-2020,13.4,13.3,13.6,13.05,13.25,13.4,13.41,37449,5.02,98,34820,92.98
SANDESH, EQ, 01-Oct-2020,501.8,509.9,522,496.05,501.25,506.8,508.04,2943,14.95,435,1126,38.26
SANDHAR, EQ, 01-Oct-2020,244.95,250,250,244,248,248.15,247.78,14463,35.84,521,10017,69.26
SANGAMIND, EQ, 01-Oct-2020,47.75,47.4,48.85,46.5,48.85,48.15,47.58,11339,5.39,436,4726,41.68
SANGHIIND, EQ, 01-Oct-2020,25.55,25.45,26.7,25.35,26.5,26.45,26.28,431360,113.35,1278,252602,58.56
SANGHVIFOR, BE, 01-Oct-2020,19.35,18.4,18.45,18.4,18.45,18.45,18.44,350,0.06,5, -, -
SANGHVIMOV, EQ, 01-Oct-2020,81.5,80.05,82,78.95,80,80.05,80.14,20372,16.33,311,14904,73.16
SANGINITA, EQ, 01-Oct-2020,69.65,72.2,72.2,65.15,71,68.95,69.95,27444,19.2,305,13936,50.78
SANOFI, EQ, 01-Oct-2020,8640.65,8740,8740,8505.3,8679.95,8702.25,8619.4,14173,1221.63,4502,8151,57.51
SANWARIA, BZ, 01-Oct-2020,1.7,1.75,1.75,1.75,1.75,1.75,1.75,326253,5.71,200, -, -
SARDAEN, EQ, 01-Oct-2020,229.6,231.9,242,228.3,228.55,229.35,234.53,43505,102.03,2448,18843,43.31
SAREGAMA, EQ, 01-Oct-2020,560.1,550.6,569,548.55,552,552.1,552.81,7357,40.67,440,4812,65.41
SARLAPOLY, EQ, 01-Oct-2020,18,18.4,19.25,18.35,18.7,18.85,18.98,184938,35.1,575,127826,69.12
SARVESHWAR, SM, 01-Oct-2020,10.5,10.6,10.6,10,10.05,10.05,10.18,12800,1.3,6,12800,100
SASKEN, EQ, 01-Oct-2020,696.5,700.05,712,690,712,697.9,699.03,40252,281.38,2646,15880,39.45
SASTASUNDR, EQ, 01-Oct-2020,84.25,83.8,92,83.8,91.85,91.35,89.83,14767,13.27,502,11543,78.17
SATIA, EQ, 01-Oct-2020,112,112.55,117.35,108.6,109,109.35,111.96,64204,71.88,1387,20151,31.39
SATIN, EQ, 01-Oct-2020,55.35,55.35,55.55,54,55,54.95,55.07,139025,76.57,2544,93105,66.97
SATINPP, E1, 01-Oct-2020,20.5,21.45,21.45,19.5,20.4,20.4,19.97,4063,0.81,21,2539,62.49
SBICARD, EQ, 01-Oct-2020,847.6,858,858,833.7,838,838.9,844.38,746238,6301.1,53280,377865,50.64
SBIETFQLTY, EQ, 01-Oct-2020,106.26,106.2,107.85,106.2,106.29,106.96,106.85,490,0.52,50,370,75.51
SBILIFE, EQ, 01-Oct-2020,811.45,817,824.95,807.65,819.5,818.9,818.91,941061,7706.48,31111,310778,33.02
SBIN, EQ, 01-Oct-2020,185.4,187,191.2,186.9,190.2,190.3,189.71,43589041,82693.81,195571,7861957,18.04
SBIN, N2, 01-Oct-2020,10833.23,10830,10855,10820,10839,10839,10829.67,390,42.24,42,363,93.08
SBIN, N5, 01-Oct-2020,11079.63,11080,11114.99,10615,11085,11083.18,11065.93,604,66.84,75,591,97.85
SBIN, N6, 01-Oct-2020,10990,10990,11280,10990,10990,10990,11046.92,13,1.44,6,9,69.23
SCAPDVR, BE, 01-Oct-2020,1.5,1.5,1.5,1.45,1.45,1.45,1.45,29380,0.43,28, -, -
SCHAEFFLER, EQ, 01-Oct-2020,3541.3,3639.95,3648.45,3576.8,3623,3608.7,3597.89,1451,52.21,440,638,43.97
SCHAND, EQ, 01-Oct-2020,69,67.75,71.5,67.25,68.3,68.1,69.39,35863,24.89,463,30774,85.81
SCHNEIDER, EQ, 01-Oct-2020,82.9,84.45,84.45,81,81.45,81.2,82.72,122125,101.02,1846,57757,47.29
SCI, EQ, 01-Oct-2020,52.4,52.9,53.5,52.7,52.75,52.9,53.02,667167,353.72,2384,384405,57.62
SDBL, EQ, 01-Oct-2020,51.3,51.8,53.45,51.65,51.65,51.85,52.32,44080,23.06,437,23331,52.93
SEAMECLTD, EQ, 01-Oct-2020,434.65,435,436.6,430.3,433,434.25,434.32,3231,14.03,173,2798,86.6
SECURCRED, SM, 01-Oct-2020,15.85,15.5,15.5,15.5,15.5,15.5,15.5,600,0.09,1,600,100
SELAN, EQ, 01-Oct-2020,105.45,103.8,107.15,103.8,105.7,105.45,105.86,15916,16.85,314,9826,61.74
SELMCL, BZ, 01-Oct-2020,2.2,2.3,2.3,2.3,2.3,2.3,2.3,25426,0.58,13, -, -
SEPOWER, EQ, 01-Oct-2020,2.25,2.25,2.35,2.2,2.2,2.2,2.29,3778,0.09,22,3278,86.77
SEQUENT, EQ, 01-Oct-2020,153.7,154.8,158.65,153.9,156.8,156.05,156.26,946898,1479.63,9951,402419,42.5
SESHAPAPER, EQ, 01-Oct-2020,136.4,139,140.2,136.35,137.9,136.85,137.62,11762,16.19,337,9489,80.68
SETCO, BE, 01-Oct-2020,10,10.45,10.45,9.65,9.85,9.8,9.91,17882,1.77,76, -, -
SETF10GILT, EQ, 01-Oct-2020,199.9,202.95,202.95,197.01,199.89,199.89,197.39,56,0.11,8,51,91.07
SETFGOLD, EQ, 01-Oct-2020,4508.55,4545,4545,4502.95,4513,4510.8,4517.01,7026,317.37,1038,4545,64.69
SETFNIF50, EQ, 01-Oct-2020,116.27,117,118,117,117.64,117.79,117.72,160576,189.03,651,153043,95.31
SETFNIFBK, EQ, 01-Oct-2020,213.63,216,221.99,216,221.35,221.34,219.61,74417,163.43,882,55322,74.34
SETFNN50, EQ, 01-Oct-2020,279.93,281.95,282.99,279.36,281.1,280.27,281.2,3489,9.81,173,2293,65.72
SETUINFRA, EQ, 01-Oct-2020,0.7,0.7,0.75,0.7,0.75,0.75,0.74,118917,0.88,61,116237,97.75
SEYAIND, EQ, 01-Oct-2020,62.8,63,65.9,63,64.5,64.35,64.81,24070,15.6,309,12260,50.93
SEZAL, BZ, 01-Oct-2020,3.35,3.5,3.5,3.2,3.2,3.2,3.32,3752,0.12,11, -, -
SFL, EQ, 01-Oct-2020,1326.7,1333,1349,1329.95,1335,1336.3,1338.25,4966,66.46,1031,2180,43.9
SGBAPR28I, GB, 01-Oct-2020,4818,4818,4834,4795.06,4810,4810,4801.82,254,12.2,28,232,91.34
SGBAUG24, GB, 01-Oct-2020,4941.09,4975,5401,4975,5180,5171.04,5187.86,735,38.13,82,629,85.58
SGBAUG27, GB, 01-Oct-2020,4949,4904.5,4904.5,4859.9,4870,4874.29,4874.09,23,1.12,7,17,73.91
SGBAUG28V, GB, 01-Oct-2020,4778.79,4782.2,4800,4770,4780,4775.2,4786.67,2498,119.57,222,2405,96.28
SGBDEC2513, GB, 01-Oct-2020,4812,4821,4821,4821,4821,4821,4821,6,0.29,2,6,100
SGBDEC25XI, GB, 01-Oct-2020,5040,4821,4821,4821,4821,4821,4821,4,0.19,1,4,100
SGBFEB24, GB, 01-Oct-2020,4920.84,4882,4985,4882,4935,4935,4960.64,92,4.56,28,86,93.48
SGBFEB28IX, GB, 01-Oct-2020,4785.24,4869,4869,4750,4750,4750.8,4784.57,7,0.33,4,7,100
SGBJ28VIII, GB, 01-Oct-2020,4776,4760,4825,4760,4825,4825,4772.32,22,1.05,6,22,100
SGBJAN26, GB, 01-Oct-2020,4800,4850,4850,4850,4850,4850,4850,1,0.05,1,1,100
SGBJAN27, GB, 01-Oct-2020,4775,4775,4775,4775,4775,4775,4775,2,0.1,1,2,100
SGBJUL25, GB, 01-Oct-2020,4880,4974.99,4974.99,4866,4948,4883.35,4890.61,26,1.27,9,23,88.46
SGBJUL27, GB, 01-Oct-2020,4899.99,4929,4929,4750.01,4917.99,4917.99,4837.3,10,0.48,3,5,50
SGBJUL28IV, GB, 01-Oct-2020,4789.73,4755,4810,4755,4780,4789.79,4797.81,638,30.61,93,632,99.06
SGBJUN28, GB, 01-Oct-2020,4782.3,4746,4839,4746,4800,4796.29,4795.41,441,21.15,64,367,83.22
SGBMAR24, GB, 01-Oct-2020,4871,4925,4930,4901,4930,4930,4926.97,29,1.43,5,27,93.1
SGBMAR25, GB, 01-Oct-2020,4840.67,4860.67,4890,4841,4865,4865,4856.95,42,2.04,8,32,76.19
SGBMAR28X, GB, 01-Oct-2020,4779,4742.1,4785,4740,4785,4785,4753.2,37,1.76,6,27,72.97
SGBMAY25, GB, 01-Oct-2020,4950,4866,4915,4866,4915,4915,4904.57,28,1.37,4,24,85.71
SGBMAY28, GB, 01-Oct-2020,4792.67,4800,4825,4761,4775,4777.4,4804.69,348,16.72,36,326,93.68
SGBNOV23, GB, 01-Oct-2020,5052,5052,5074,5048,5074,5074,5058.6,20,1.01,7,14,70
SGBNOV24, GB, 01-Oct-2020,4887,4905,4905,4902,4903,4903,4903.02,45,2.21,5,45,100
SGBNOV258, GB, 01-Oct-2020,4910,4910,4910,4910,4910,4910,4910,2,0.1,1,2,100
SGBNOV26, GB, 01-Oct-2020,4802.37,4944.5,4947,4810,4810,4810,4878.42,60,2.93,15,45,75
SGBOCT25, GB, 01-Oct-2020,4855,4910,4910,4900,4900,4900,4909.09,11,0.54,2,11,100
SGBOCT25IV, GB, 01-Oct-2020,4920,4920,4925,4910,4910,4910,4915.92,38,1.87,8,35,92.11
SGBOCT25V, GB, 01-Oct-2020,4975,4853,4950,4853,4910,4930,4905.81,31,1.52,5,21,67.74
SGBOCT27, GB, 01-Oct-2020,4791.28,4761,4870,4761,4870,4870,4799.9,84,4.03,9,84,100
SGBSEP24, GB, 01-Oct-2020,4872.35,4850,4913.25,4822,4905,4906.11,4885.05,144,7.03,30,118,81.94
SGBSEP27, GB, 01-Oct-2020,4784.25,4784.25,4888,4752,4775.01,4777.28,4793.33,41,1.97,18,33,80.49
SGBSEP28VI, GB, 01-Oct-2020,4799.71,4799,4819,4781.25,4782,4787.14,4794.43,312,14.96,84,276,88.46
SGL, EQ, 01-Oct-2020,8.1,8.2,8.4,7.7,8.15,8.2,8.09,8618,0.7,57,6977,80.96
SHAKTIPUMP, EQ, 01-Oct-2020,179.3,179.75,181.9,176.8,177.65,178.05,178.81,22841,40.84,641,16077,70.39
SHALBY, EQ, 01-Oct-2020,87.7,88.7,91.45,86.25,87,86.85,89.03,381984,340.08,4000,107011,28.01
SHALPAINTS, EQ, 01-Oct-2020,65.95,68,71.5,66.05,69.5,69.4,69.3,170360,118.06,2253,91730,53.84
SHANKARA, EQ, 01-Oct-2020,343.5,345.95,353.95,343,346.65,344.9,347.94,17277,60.11,871,6930,40.11
SHANTIGEAR, EQ, 01-Oct-2020,105.4,105.3,109.05,104.05,105.1,105.6,105.28,51043,53.74,801,31159,61.04
SHARDACROP, EQ, 01-Oct-2020,262.5,265.85,269.45,259,262.2,261.25,264.08,24588,64.93,1999,14384,58.5
SHARDAMOTR, EQ, 01-Oct-2020,852.4,830.8,890,813.85,877.8,875,855.3,1154,9.87,209,605,52.43
SHAREINDIA, EQ, 01-Oct-2020,103.7,104,104.5,101,101,101.2,102.98,11245,11.58,140,2803,24.93
SHARIABEES, EQ, 01-Oct-2020,294.05,300,302.88,290.05,299.6,301.32,299.61,7785,23.32,105,7754,99.6
SHEMAROO, EQ, 01-Oct-2020,57.4,59.05,60.25,59.05,60.25,60.25,60.07,25429,15.28,256,20487,80.57
SHIL, EQ, 01-Oct-2020,82.55,83.15,83.9,82.1,82.7,82.3,82.82,89891,74.44,1356,74202,82.55
SHILPAMED, EQ, 01-Oct-2020,559.6,565.9,567.65,555.55,560,558.3,561.92,267170,1501.29,7237,100826,37.74
SHIRPUR-G, EQ, 01-Oct-2020,7.5,8,8,7.4,7.5,7.45,7.51,8134,0.61,57,5570,68.48
SHIVAMAUTO, EQ, 01-Oct-2020,15.3,15.3,16.05,15.3,16.05,16.05,15.82,32882,5.2,148,30153,91.7
SHIVAMILLS, EQ, 01-Oct-2020,24.05,23.2,25,23.2,24.7,24.5,24.21,5882,1.42,151,2825,48.03
SHIVATEX, EQ, 01-Oct-2020,91.45,89.25,92.5,89,90,90,89.23,1309,1.17,108,1240,94.73
SHK, EQ, 01-Oct-2020,83.4,84.1,84.45,82.05,82.35,82.45,83.24,196893,163.89,1245,105378,53.52
SHOPERSTOP, EQ, 01-Oct-2020,173.05,174,183.5,174,181,181.1,180.05,283170,509.84,6481,194483,68.68
SHREDIGCEM, EQ, 01-Oct-2020,52.4,52.6,53.1,50.7,51.55,51.45,52.2,1022383,533.71,5133,449252,43.94
SHREECEM, EQ, 01-Oct-2020,20256.95,20400,20659.95,20325,20600,20611,20517.33,71915,14755.04,12734,15992,22.24
SHREEPUSHK, EQ, 01-Oct-2020,115.85,116.9,121,116.9,117.05,117.5,118.11,17755,20.97,375,12180,68.6
SHREERAMA, EQ, 01-Oct-2020,7.6,7.95,7.95,7.5,7.85,7.7,7.73,3195,0.25,23,3187,99.75
SHRENIK, EQ, 01-Oct-2020,46.25,47.4,47.6,45.25,46.8,46.35,46.08,112017,51.62,1017,40699,36.33
SHREYANIND, EQ, 01-Oct-2020,74.75,75.9,76.5,74.6,75,75.35,75.6,6892,5.21,152,4668,67.73
SHREYAS, BE, 01-Oct-2020,60.15,62.3,62.3,59.9,60.85,60.85,60.69,3575,2.17,34, -, -
SHRIPISTON, BE, 01-Oct-2020,510.95,520,520,515,520,519.15,519.96,131,0.68,11, -, -
SHRIRAMCIT, EQ, 01-Oct-2020,948.75,951.35,961.35,933.7,936.9,935.75,946.16,12134,114.81,2794,8620,71.04
SHRIRAMEPC, EQ, 01-Oct-2020,3.65,3.8,3.8,3.8,3.8,3.8,3.8,61547,2.34,35,61547,100
SHUBHLAXMI, SM, 01-Oct-2020,23.3,22.15,23.5,22.15,23.5,23.5,22.6,3000,0.68,3,2000,66.67
SHYAMCENT, EQ, 01-Oct-2020,4.05,4.25,4.25,3.85,3.95,3.95,3.89,33621,1.31,65,23218,69.06
SICAGEN, EQ, 01-Oct-2020,11.1,11.25,11.4,10.55,11,11.15,10.91,26542,2.9,194,16131,60.78
SICAL, EQ, 01-Oct-2020,10.45,10.75,10.95,10.55,10.85,10.85,10.73,76195,8.18,196,58557,76.85
SIEMENS, EQ, 01-Oct-2020,1264.5,1272.2,1277,1255.1,1259.35,1261.25,1268.84,290865,3690.6,12301,73405,25.24
SIGIND, EQ, 01-Oct-2020,18,17.6,19.4,17.35,18.5,18.7,18.39,24069,4.43,319,16219,67.39
SIL, BE, 01-Oct-2020,9.55,9.9,9.9,9.25,9.35,9.35,9.34,701,0.07,5, -, -
SILINV, EQ, 01-Oct-2020,140,144.75,146.5,139.85,143.75,143.9,142.27,5543,7.89,138,4321,77.95
SILLYMONKS, EQ, 01-Oct-2020,25.7,25.7,25.7,24.45,24.45,24.45,24.81,141,0.03,4,141,100
SIMBHALS, EQ, 01-Oct-2020,6.5,6.5,6.8,6.3,6.65,6.5,6.42,5380,0.35,38,3033,56.38
SIMPLEXINF, EQ, 01-Oct-2020,31.3,31.3,32.3,30.3,32,32.15,31.68,178279,56.47,686,133188,74.71
SINTEX, EQ, 01-Oct-2020,2.1,2,2,2,2,2,2,1323576,26.47,824,1293497,97.73
SIRCA, EQ, 01-Oct-2020,259.8,260.5,267,260,263.7,262.4,263.71,68723,181.23,900,60576,88.15
SIS, EQ, 01-Oct-2020,366.35,368.2,374.05,365,366.1,366.45,368.93,26084,96.23,1832,11783,45.17
SITINET, EQ, 01-Oct-2020,1.55,1.55,1.55,1.5,1.55,1.5,1.51,250647,3.79,174,192257,76.7
SIYSIL, EQ, 01-Oct-2020,140.75,141.5,145.45,138.05,141.9,141.05,142.93,42371,60.56,1827,13822,32.62
SJVN, EQ, 01-Oct-2020,21.95,22.1,22.1,21.75,21.9,21.85,21.93,969812,212.64,1410,604973,62.38
SKFINDIA, EQ, 01-Oct-2020,1461.5,1451.05,1487.9,1451.05,1466,1468.5,1469.55,27463,403.58,2918,20799,75.73
SKIL, EQ, 01-Oct-2020,3.3,3.2,3.3,3.15,3.2,3.25,3.21,12738,0.41,36,8499,66.72
SKIPPER, EQ, 01-Oct-2020,47.35,47.7,48.9,46.85,48,47.6,47.92,46056,22.07,485,28253,61.34
SKMEGGPROD, EQ, 01-Oct-2020,36.65,37.15,37.2,36.4,36.55,36.65,36.75,24590,9.04,291,20812,84.64
SKSTEXTILE, SM, 01-Oct-2020,23.3,24.4,24.45,24.4,24.45,24.45,24.43,2000,0.49,2,2000,100
SMARTLINK, EQ, 01-Oct-2020,70.75,70.85,72.85,70,70.2,70.6,70.69,4022,2.84,117,1977,49.15
SMLISUZU, EQ, 01-Oct-2020,396.75,397.05,399.9,387.45,397.6,393.75,394.12,19778,77.95,1100,7707,38.97
SMSLIFE, EQ, 01-Oct-2020,624.4,639.95,640,620,620,620.7,627.23,5010,31.42,336,2957,59.02
SMSPHARMA, EQ, 01-Oct-2020,88.5,89,90.45,88.45,89.75,89.6,89.45,157802,141.15,2136,56433,35.76
SNOWMAN, EQ, 01-Oct-2020,35.7,35.6,38.75,35.6,38.3,38.1,37.76,2897583,1094.14,8179,1766477,60.96
SOBHA, EQ, 01-Oct-2020,222.5,226.7,230,226.5,228.5,227.9,228.27,183755,419.45,4354,91101,49.58
SOFTTECH, SM, 01-Oct-2020,64,64.5,64.6,64.5,64.6,64.6,64.53,6400,4.13,2,6400,100
SOLARA, EQ, 01-Oct-2020,1076.1,1090.7,1104,1080,1090,1092.05,1091.96,187064,2042.67,9341,74050,39.59
SOLARINDS, EQ, 01-Oct-2020,1034.6,1039.65,1085,1029.5,1045,1068.1,1056.15,36531,385.82,2061,23323,63.84
SOMANYCERA, EQ, 01-Oct-2020,194.8,197.8,204.5,197,200.6,200.45,201.29,267748,538.94,4677,138107,51.58
SOMATEX, EQ, 01-Oct-2020,2.65,2.75,2.75,2.6,2.75,2.75,2.72,9156,0.25,17,8306,90.72
SOMICONVEY, EQ, 01-Oct-2020,21.65,22.15,22.3,21.4,21.4,21.7,21.77,3391,0.74,39,2161,63.73
SONATSOFTW, EQ, 01-Oct-2020,314.15,317.8,318,310.2,313.5,311.05,314.26,285481,897.15,7495,203476,71.27
SORILINFRA, EQ, 01-Oct-2020,64.6,64.85,67.45,64.85,66.45,66.5,66.32,24423,16.2,517,14882,60.93
SOTL, EQ, 01-Oct-2020,679.15,677.05,698.95,665.65,669,670.2,676.7,2471,16.72,269,1430,57.87
SOUTHBANK, EQ, 01-Oct-2020,6.75,6.8,6.8,6.7,6.8,6.75,6.75,4452726,300.75,25583,2264136,50.85
SOUTHWEST, EQ, 01-Oct-2020,25.85,26.15,27.1,26,27.1,27.1,26.26,100054,26.27,142,84459,84.41
SPAL, EQ, 01-Oct-2020,134.3,138,144.5,128.3,139,138,138.11,439756,607.34,8980,149433,33.98
SPANDANA, EQ, 01-Oct-2020,510.4,513.55,523.9,510,510,510.65,514,25098,129,2310,15950,63.55
SPARC, EQ, 01-Oct-2020,173.7,174.6,175.5,171.55,172.3,172.5,173.32,365492,633.49,5084,120499,32.97
SPCENET, BE, 01-Oct-2020,1.05,1.1,1.1,1.05,1.1,1.1,1.07,2401,0.03,4, -, -
SPECIALITY, EQ, 01-Oct-2020,37.15,38,39.4,37.05,37.2,37.6,38.14,228461,87.13,1813,112812,49.38
SPECTRUM, SM, 01-Oct-2020,66,68,68,68,68,68,68,2000,1.36,1,2000,100
SPENCERS, EQ, 01-Oct-2020,75.55,76.2,79.15,76,77.35,77.25,77.91,364166,283.72,3621,126984,34.87
SPIC, EQ, 01-Oct-2020,19,19.5,20,19.5,19.6,19.65,19.76,156376,30.89,445,84308,53.91
SPICEJET, EQ, 01-Oct-2020,48.25,48.9,51.2,48.4,50.3,50.3,49.91,3444751,1719.33,13191,1003231,29.12
SPLIL, EQ, 01-Oct-2020,27.4,27.75,28,27.1,28,27.6,27.53,9580,2.64,122,7326,76.47
SPMLINFRA, EQ, 01-Oct-2020,8.6,8.35,9,8.2,8.25,8.2,8.38,14269,1.2,78,11012,77.17
SPTL, EQ, 01-Oct-2020,2.25,2.15,2.15,2.15,2.15,2.15,2.15,260425,5.6,226,260425,100
SPYL, BE, 01-Oct-2020,0.35,0.3,0.4,0.3,0.3,0.4,0.38,76085,0.29,51, -, -
SREEL, EQ, 01-Oct-2020,132.95,135.95,139,131.6,135,133.05,134.53,2850,3.83,176,1799,63.12
SREIBNPNCD, NJ, 01-Oct-2020,925,925,925,925,925,925,925,25,0.23,1,25,100
SREIBNPNCD, NN, 01-Oct-2020,1280,1210,1210,1210,1210,1210,1210,40,0.48,4,40,100
SREIBNPNCD, NP, 01-Oct-2020,855,842,842,830,830,834.42,834.42,19,0.16,2,19,100
SREIBNPNCD, NR, 01-Oct-2020,761.58,825,825,825,825,825,825,10,0.08,1,10,100
SREIBNPNCD, NT, 01-Oct-2020,900,950,950,950, ,950,950,15,0.14,2,15,100
SREIBNPNCD, NV, 01-Oct-2020,750,723.85,723.85,723.85,723.85,723.85,723.85,25,0.18,1,25,100
SREIBNPNCD, Y3, 01-Oct-2020,1230,1264,1264,1264,1264,1264,1264,17,0.21,1,17,100
SREINFRA, EQ, 01-Oct-2020,6.6,6.6,6.85,6.6,6.8,6.75,6.73,355614,23.93,510,204521,57.51
SRF, EQ, 01-Oct-2020,4130.1,4159.6,4192.95,4101.1,4115,4113.45,4134.49,121716,5032.34,10730,34321,28.2
SRHHYPOLTD, EQ, 01-Oct-2020,168.7,171.95,172.9,169.3,170,170.15,171.29,6319,10.82,260,4158,65.8
SRIPIPES, EQ, 01-Oct-2020,169.75,170.5,176,161.55,162,162.5,168.68,469922,792.69,7584,238002,50.65
SRPL, EQ, 01-Oct-2020,33.9,33.75,33.75,31.05,31.1,32.05,32.69,17634,5.76,50,9028,51.2
SRTRANSFIN, EQ, 01-Oct-2020,619.35,627,664.65,625.15,658.5,658.7,651.39,6206318,40427.59,90402,942698,15.19
SRTRANSFIN, Y3, 01-Oct-2020,1056,1059,1060.3,1057,1060,1057.72,1059.37,209,2.21,5,209,100
SRTRANSFIN, Y6, 01-Oct-2020,2161,2150,2168.9,2150,2160,2160,2153.49,51,1.1,5,35,68.63
SRTRANSFIN, YB, 01-Oct-2020,1015,1000,1015,1000,1007.5,1007.5,1007.25,22,0.22,4,1,4.55
SRTRANSFIN, YH, 01-Oct-2020,984.66,980,980,973.55,977,976.31,976.59,142,1.39,7,132,92.96
SRTRANSFIN, YI, 01-Oct-2020,980,980,980,974,974,974,979.08,118,1.16,2,118,100
SRTRANSFIN, YJ, 01-Oct-2020,1010.5,1002,1005,1000.01,1005,1005,1001.84,134,1.34,12,133,99.25
SRTRANSFIN, YK, 01-Oct-2020,958,958,971,958,971,970.55,966.76,1331,12.87,42,1249,93.84
SRTRANSFIN, YL, 01-Oct-2020,987.01,987,987,987,987,987,987,20,0.2,1,20,100
SRTRANSFIN, YO, 01-Oct-2020,990,985.61,990,985.6,990,989.26,986.34,60,0.59,5,60,100
SRTRANSFIN, YQ, 01-Oct-2020,1067,1056.21,1056.21,1056.21,1056.21,1056.21,1056.21,50,0.53,1,50,100
SRTRANSFIN, YR, 01-Oct-2020,1051,1057.5,1058.5,1057.5,1058.5,1058.5,1058.17,75,0.79,2,75,100
SRTRANSFIN, YT, 01-Oct-2020,1155,1150,1184,1150, ,1184,1168,30,0.35,3,20,66.67
SRTRANSFIN, YV, 01-Oct-2020,991,983,983,970,970,970,972.29,602,5.85,19,600,99.67
SRTRANSFIN, YW, 01-Oct-2020,1000,1000,1000,1000,1000,1000,1000,10,0.1,1,10,100
SRTRANSFIN, YX, 01-Oct-2020,1020,1025,1037,1017.5,1030,1030,1027.42,570,5.86,16,397,69.65
SRTRANSFIN, YY, 01-Oct-2020,1020,1020,1027,1020,1027,1027,1020.82,147,1.5,7,147,100
SRTRANSFIN, Z2, 01-Oct-2020,1101,1102,1102,1101,1101,1101,1101.04,25,0.28,2,25,100
SRTRANSFIN, Z5, 01-Oct-2020,1000,1099,1099,1099,1099,1099,1099,10,0.11,1,10,100
SSWL, EQ, 01-Oct-2020,440.75,442,457.05,442,448.65,448.5,450.29,41890,188.63,2196,16550,39.51
STAR, EQ, 01-Oct-2020,719.55,724.8,737,718.35,726.95,725.15,727.88,883497,6430.79,30214,147663,16.71
STARCEMENT, EQ, 01-Oct-2020,83.95,84.95,84.95,83.8,84,83.95,84.1,40202,33.81,666,27718,68.95
STARPAPER, EQ, 01-Oct-2020,90.15,91.7,93.5,90.55,90.9,91.05,91.65,33148,30.38,749,14440,43.56
STCINDIA, EQ, 01-Oct-2020,55.65,56,57.45,53.2,53.95,54.15,55.4,17736,9.83,368,11412,64.34
STEELCITY, EQ, 01-Oct-2020,31.65,31.5,31.5,31.25,31.5,31.5,31.5,615,0.19,11,614,99.84
STEELXIND, EQ, 01-Oct-2020,35.5,35,36.95,35,36.4,36.2,36.31,34116,12.39,183,17796,52.16
STEL, EQ, 01-Oct-2020,57.15,57.4,58.45,57,58,57.55,57.52,7144,4.11,99,5234,73.26
STERTOOLS, EQ, 01-Oct-2020,179.35,184.95,184.95,177,179.85,179,179.44,9168,16.45,479,5284,57.64
STRTECH, EQ, 01-Oct-2020,150.05,151.35,154.35,150.1,153,153.2,152.06,1109317,1686.78,17572,428626,38.64
SUBCAPCITY, BE, 01-Oct-2020,25.7,26.95,26.95,26.95,26.95,26.95,26.95,255,0.07,7, -, -
SUBEX, EQ, 01-Oct-2020,11.85,11.85,12.35,11.65,11.95,11.9,12.03,1450836,174.52,1159,903958,62.31
SUBROS, EQ, 01-Oct-2020,256.45,259.8,262.15,253.05,254,254.75,258.31,21981,56.78,1218,9205,41.88
